variable_name,type,category,sensitive,source,contexts
GROUPS_3_RULES_4_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_FOR,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_LABELS_SEVERITY,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_LABELS_CATEGORY,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_ANNOTATIONS_SUMMARY,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_3_RULES_4_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_UID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_TITLE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_CONDITION,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_FOR,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_LABELS_SEVERITY,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_LABELS_CATEGORY,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_ANNOTATIONS_SUMMARY,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_3_RULES_5_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_4_ORGID,boolean,services,no,yaml,"rules"
GROUPS_4_NAME,string,services,no,yaml,"rules"
GROUPS_4_FOLDER,string,services,no,yaml,"rules"
GROUPS_4_INTERVAL,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_UID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_TITLE,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_CONDITION,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_FOR,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_LABELS_SEVERITY,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_LABELS_CATEGORY,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_ANNOTATIONS_SUMMARY,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_4_RULES_0_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_UID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_TITLE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_CONDITION,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_FOR,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_LABELS_SEVERITY,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_LABELS_CATEGORY,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_ANNOTATIONS_SUMMARY,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_4_RULES_1_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_UID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_TITLE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_CONDITION,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_FOR,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_LABELS_SEVERITY,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_LABELS_CATEGORY,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_ANNOTATIONS_SUMMARY,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_4_RULES_2_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_5_ORGID,boolean,services,no,yaml,"rules"
GROUPS_5_NAME,string,services,no,yaml,"rules"
GROUPS_5_FOLDER,string,services,no,yaml,"rules"
GROUPS_5_INTERVAL,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_UID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_TITLE,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_CONDITION,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_FOR,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_LABELS_SEVERITY,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_LABELS_CATEGORY,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_ANNOTATIONS_SUMMARY,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_5_RULES_0_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_UID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_TITLE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_CONDITION,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_FOR,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_LABELS_SEVERITY,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_LABELS_CATEGORY,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_ANNOTATIONS_SUMMARY,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_5_RULES_1_EXECERRSTATE,string,services,no,yaml,"rules"
CONTACTPOINTS_0_ORGID,boolean,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_NAME,string,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_RECEIVERS_0_UID,string,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_RECEIVERS_0_TYPE,string,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_RECEIVERS_0_DISABLERESOLVEMESSAGE,boolean,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_RECEIVERS_0_SETTINGS_CHATID,integer,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_RECEIVERS_0_SETTINGS_DISABLE_WEB_PAGE_PREVIEW,boolean,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_RECEIVERS_0_SETTINGS_PROTECT_CONTENT,boolean,services,no,yaml,"contactpoints"
CONTACTPOINTS_0_RECEIVERS_0_SETTINGS_MESSAGE,json,services,no,yaml,"contactpoints"
CONTACTPOINTS_1_ORGID,boolean,services,no,yaml,"contactpoints"
CONTACTPOINTS_1_NAME,string,services,no,yaml,"contactpoints"
CONTACTPOINTS_1_RECEIVERS_0_UID,string,services,no,yaml,"contactpoints"
CONTACTPOINTS_1_RECEIVERS_0_TYPE,string,services,no,yaml,"contactpoints"
CONTACTPOINTS_1_RECEIVERS_0_DISABLERESOLVEMESSAGE,boolean,services,no,yaml,"contactpoints"
CONTACTPOINTS_1_RECEIVERS_0_SETTINGS_URL,url,services,no,yaml,"contactpoints"
PROVIDERS_0_NAME,string,services,no,yaml,"dashboards"
PROVIDERS_0_ORGID,boolean,services,no,yaml,"dashboards"
PROVIDERS_0_FOLDER,string,services,no,yaml,"dashboards"
PROVIDERS_0_TYPE,string,services,no,yaml,"dashboards"
PROVIDERS_0_DISABLEDELETION,boolean,services,no,yaml,"dashboards"
PROVIDERS_0_EDITABLE,boolean,services,no,yaml,"dashboards"
PROVIDERS_0_ALLOWUIUPDATES,boolean,services,no,yaml,"dashboards"
PROVIDERS_0_UPDATEINTERVALSECONDS,integer,services,no,yaml,"dashboards"
PROVIDERS_0_OPTIONS_PATH,path,services,no,yaml,"dashboards"
DELETEDATASOURCES_0_NAME,string,services,no,yaml,"datasources"
DELETEDATASOURCES_0_ORGID,boolean,services,no,yaml,"datasources"
DATASOURCES_0_NAME,string,services,no,yaml,"authentik-http;datasources"
DATASOURCES_0_UID,string,services,no,yaml,"authentik-http;datasources"
DATASOURCES_0_TYPE,string,services,no,yaml,"authentik-http;datasources"
DATASOURCES_0_ACCESS,string,services,no,yaml,"authentik-http;datasources"
DATASOURCES_0_ORGID,boolean,services,no,yaml,"datasources"
DATASOURCES_0_URL,url,services,no,yaml,"authentik-http;datasources"
DATASOURCES_0_ISDEFAULT,boolean,services,no,yaml,"authentik-http;datasources"
DATASOURCES_0_JSONDATA_TIMEINTERVAL,string,services,no,yaml,"datasources"
DATASOURCES_0_READONLY,boolean,services,no,yaml,"authentik-http;datasources"
DATASOURCES_1_NAME,string,services,no,yaml,"datasources"
DATASOURCES_1_UID,string,services,no,yaml,"datasources"
DATASOURCES_1_TYPE,string,services,no,yaml,"datasources"
DATASOURCES_1_ACCESS,string,services,no,yaml,"datasources"
DATASOURCES_1_ORGID,boolean,services,no,yaml,"datasources"
DATASOURCES_1_URL,string,services,no,yaml,"datasources"
DATASOURCES_1_USER,string,services,no,yaml,"datasources"
DATASOURCES_1_JSONDATA_SSLMODE,string,services,no,yaml,"datasources"
DATASOURCES_1_JSONDATA_TIMESCALEDB,boolean,services,no,yaml,"datasources"
DATASOURCES_1_READONLY,boolean,services,no,yaml,"datasources"
DATASOURCES_2_NAME,string,services,no,yaml,"datasources"
DATASOURCES_2_UID,string,services,no,yaml,"datasources"
DATASOURCES_2_TYPE,string,services,no,yaml,"datasources"
DATASOURCES_2_ACCESS,string,services,no,yaml,"datasources"
DATASOURCES_2_ORGID,boolean,services,no,yaml,"datasources"
DATASOURCES_2_URL,string,services,no,yaml,"datasources"
DATASOURCES_2_USER,string,services,no,yaml,"datasources"
DATASOURCES_2_JSONDATA_SSLMODE,string,services,no,yaml,"datasources"
DATASOURCES_2_JSONDATA_TIMESCALEDB,boolean,services,no,yaml,"datasources"
DATASOURCES_2_READONLY,boolean,services,no,yaml,"datasources"
TUNNEL,string,services,no,yaml,"cloudflared-rpa4all-ide"
CREDENTIALS-FILE,path,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_0_HOSTNAME,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_0_SERVICE,url,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_0_ORIGINREQUEST_NOTLSVERIFY,boolean,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_0_ORIGINREQUEST_CONNECTTIMEOUT,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_1_HOSTNAME,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_1_PATH,path,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_1_SERVICE,url,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_1_ORIGINREQUEST_NOTLSVERIFY,boolean,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_1_ORIGINREQUEST_CONNECTTIMEOUT,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_2_HOSTNAME,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_2_PATH,path,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_2_SERVICE,url,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_2_ORIGINREQUEST_NOTLSVERIFY,boolean,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_2_ORIGINREQUEST_CONNECTTIMEOUT,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_3_HOSTNAME,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_3_SERVICE,url,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_3_ORIGINREQUEST_NOTLSVERIFY,boolean,services,no,yaml,"cloudflared-rpa4all-ide"
