variable_name,type,category,sensitive,source,contexts
SCRAPE_CONFIGS_10_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_10_STATIC_CONFIGS_0_LABELS_PROFILE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_11_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_11_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_11_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_11_STATIC_CONFIGS_0_LABELS_PROFILE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_12_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_12_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_12_STATIC_CONFIGS_0_LABELS_SYMBOL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_12_STATIC_CONFIGS_0_LABELS_MARKET,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_13_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_13_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_13_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_13_STATIC_CONFIGS_0_LABELS_SERVICE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_14_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_14_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_14_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_14_STATIC_CONFIGS_0_LABELS_SERVICE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_15_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_15_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_15_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_15_STATIC_CONFIGS_0_LABELS_ROLE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_16_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_16_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_16_STATIC_CONFIGS_0_LABELS_HOST,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_16_STATIC_CONFIGS_0_LABELS_SERVICE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_16_STATIC_CONFIGS_0_LABELS_DRIVE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_16_STATIC_CONFIGS_0_LABELS_FC_HOST,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_16_STATIC_CONFIGS_0_LABELS_DEVICE,path,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_17_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_17_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_17_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_17_STATIC_CONFIGS_0_LABELS_PROFILE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_18_JOB_NAME,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_18_SCRAPE_INTERVAL,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_18_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus"
SCRAPE_CONFIGS_18_STATIC_CONFIGS_0_LABELS_SERVICE,string,services,no,yaml,"prometheus"
GROUPS_1_NAME,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_INTERVAL,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_0_EXPR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_0_FOR,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_0_LABELS_SEVERITY,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_0_LABELS_COMPONENT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_0_ANNOTATIONS_SUMMARY,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_0_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_0_ANNOTATIONS_DASHBOARD,url,services,no,yaml,"alert_rules"
GROUPS_1_RULES_1_EXPR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_1_FOR,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_1_LABELS_SEVERITY,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_1_LABELS_COMPONENT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_1_ANNOTATIONS_SUMMARY,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_1_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_1_ANNOTATIONS_DASHBOARD,url,services,no,yaml,"alert_rules"
GROUPS_1_RULES_2_EXPR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_2_FOR,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_2_LABELS_SEVERITY,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_2_LABELS_COMPONENT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_2_ANNOTATIONS_SUMMARY,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_2_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"selfhealing_rules;alert_rules;rules"
GROUPS_1_RULES_3_EXPR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_3_FOR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_3_LABELS_SEVERITY,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_3_LABELS_COMPONENT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_3_ANNOTATIONS_SUMMARY,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_3_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_3_ANNOTATIONS_DASHBOARD,url,services,no,yaml,"alert_rules"
GROUPS_1_RULES_3_ANNOTATIONS_RUNBOOK,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_4_EXPR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_4_FOR,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_4_LABELS_SEVERITY,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_4_LABELS_COMPONENT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_4_ANNOTATIONS_SUMMARY,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_4_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_4_ANNOTATIONS_DASHBOARD,url,services,no,yaml,"alert_rules"
GROUPS_1_RULES_5_EXPR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_5_FOR,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_5_LABELS_SEVERITY,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_5_LABELS_COMPONENT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_5_ANNOTATIONS_SUMMARY,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_5_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_5_ANNOTATIONS_HINT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_6_EXPR,string,services,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_6_FOR,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_6_LABELS_SEVERITY,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_6_LABELS_COMPONENT,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_6_ANNOTATIONS_SUMMARY,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_6_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"alert_rules"
GROUPS_1_RULES_6_ANNOTATIONS_HINT,string,services,no,yaml,"alert_rules"
SCRAPE_CONFIGS_3_STATIC_CONFIGS_0_LABELS_INSTANCE,string,services,no,yaml,"prometheus-config"
SCRAPE_CONFIGS_3_STATIC_CONFIGS_0_LABELS_SERVICE,string,services,no,yaml,"prometheus-config"
SCRAPE_CONFIGS_4_STATIC_CONFIGS_0_LABELS_SERVICE,string,services,no,yaml,"prometheus-config"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_ANSIBLE_HOST,string,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_ANSIBLE_USER,string,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_ANSIBLE_SSH_COMMON_ARGS,string,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_OLLAMA_HOST,url,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_OLLAMA_SERVICE,string,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_OLLAMA_FROZEN_THRESHOLD,integer,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_OLLAMA_CHECK_INTERVAL,integer,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_OLLAMA_MAX_RESTARTS,integer,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_OLLAMA_COOLDOWN,integer,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_VARS_ANSIBLE_BECOME,boolean,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_VARS_ANSIBLE_CONNECTION,string,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_VARS_SELFHEALING_BIN_DIR,path,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_VARS_SELFHEALING_LOG_DIR,path,services,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_VARS_SELFHEALING_SYSTEMD_DIR,path,services,no,yaml,"inventory_homelab"
GLOBAL_RESOLVE_TIMEOUT,string,services,no,yaml,"alertmanager_telegram"
ROUTE_RECEIVER,string,services,no,yaml,"alertmanager_telegram"
ROUTE_GROUP_WAIT,string,services,no,yaml,"alertmanager_telegram"
ROUTE_GROUP_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
ROUTE_REPEAT_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_0_RECEIVER,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_0_GROUP_WAIT,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_0_GROUP_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_0_REPEAT_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_0_CONTINUE,boolean,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_1_RECEIVER,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_1_GROUP_WAIT,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_1_GROUP_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_1_REPEAT_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_2_RECEIVER,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_2_GROUP_WAIT,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_2_GROUP_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
ROUTE_ROUTES_2_REPEAT_INTERVAL,string,services,no,yaml,"alertmanager_telegram"
RECEIVERS_0_NAME,string,services,no,yaml,"alertmanager_telegram"
RECEIVERS_1_NAME,string,services,no,yaml,"alertmanager_telegram"
RECEIVERS_2_NAME,string,services,no,yaml,"alertmanager_telegram"
GROUPS_0_RULES_0_LABELS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_0_RULES_0_ANNOTATIONS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_0_RULES_1_LABELS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_0_RULES_2_LABELS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_0_RULES_3_RECORD,string,services,no,yaml,"selfhealing_rules"
GROUPS_0_RULES_4_RECORD,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_0_LABELS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_0_LABELS_SERVICE,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_0_ANNOTATIONS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_0_ANNOTATIONS_RUNBOOK,url,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_1_LABELS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_2_LABELS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_3_LABELS_ACTION,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_4_RECORD,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_5_RECORD,string,services,no,yaml,"selfhealing_rules"
GROUPS_1_RULES_6_RECORD,string,services,no,yaml,"selfhealing_rules"
GROUPS_0_RULES_0_LABELS_CATEGORY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_1_LABELS_CATEGORY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_2_LABELS_CATEGORY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_3_LABELS_CATEGORY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_4_LABELS_CATEGORY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_5_LABELS_CATEGORY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_6_EXPR,string,services,no,yaml,"ltfs-selfheal-rules"
GROUPS_0_RULES_6_FOR,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_6_LABELS_SEVERITY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_6_LABELS_CATEGORY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_6_ANNOTATIONS_SUMMARY,string,services,no,yaml,"ltfs-selfheal-rules;rules"
GROUPS_0_RULES_6_ANNOTATIONS_DESCRIPTION,string,services,no,yaml,"ltfs-selfheal-rules;rules"
APIVERSION,boolean,services,no,yaml,"authentik-http;dashboards;policies;datasources;contactpoints;rules"
POLICIES_0_ORGID,boolean,services,no,yaml,"policies"
POLICIES_0_RECEIVER,string,services,no,yaml,"policies"
POLICIES_0_GROUP_WAIT,string,services,no,yaml,"policies"
POLICIES_0_GROUP_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_REPEAT_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_0_RECEIVER,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_0_GROUP_WAIT,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_0_GROUP_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_0_REPEAT_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_0_CONTINUE,boolean,services,no,yaml,"policies"
POLICIES_0_ROUTES_1_RECEIVER,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_1_GROUP_WAIT,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_1_GROUP_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_1_REPEAT_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_1_CONTINUE,boolean,services,no,yaml,"policies"
POLICIES_0_ROUTES_2_RECEIVER,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_2_GROUP_WAIT,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_2_GROUP_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_2_REPEAT_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_2_CONTINUE,boolean,services,no,yaml,"policies"
POLICIES_0_ROUTES_3_RECEIVER,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_3_GROUP_WAIT,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_3_GROUP_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_3_REPEAT_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_3_CONTINUE,boolean,services,no,yaml,"policies"
POLICIES_0_ROUTES_4_RECEIVER,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_4_GROUP_WAIT,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_4_GROUP_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_4_REPEAT_INTERVAL,string,services,no,yaml,"policies"
POLICIES_0_ROUTES_4_CONTINUE,boolean,services,no,yaml,"policies"
GROUPS_0_ORGID,boolean,services,no,yaml,"rules"
GROUPS_0_FOLDER,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_UID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_TITLE,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_ISPAUSED,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_0_CONDITION,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_0_RULES_0_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_UID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_TITLE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_ISPAUSED,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_1_CONDITION,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_0_RULES_1_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_UID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_TITLE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_ISPAUSED,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_2_CONDITION,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_MODEL_REDUCER,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_1_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_MODEL_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_MODEL_CONDITIONS_0_EVALUATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_MODEL_CONDITIONS_0_OPERATOR_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_MODEL_CONDITIONS_0_REDUCER_TYPE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_DATA_2_MODEL_EXPRESSION,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_NODATASTATE,string,services,no,yaml,"rules"
GROUPS_0_RULES_2_EXECERRSTATE,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_UID,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_TITLE,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_ISPAUSED,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_3_CONDITION,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_0_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_0_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_0_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_0_DATASOURCEUID,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_0_MODEL_EXPR,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_0_MODEL_INSTANT,boolean,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_0_MODEL_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_1_REFID,string,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_1_RELATIVETIMERANGE_FROM,integer,services,no,yaml,"rules"
GROUPS_0_RULES_3_DATA_1_RELATIVETIMERANGE_TO,boolean,services,no,yaml,"rules"
